"date","big_growth","big_neutral","big_value","small_growth","small_neutral","small_value"
2018-03-31,-0.012614084547325,-0.0157201908936925,-0.0276311781263818,-0.0101860353819615,0.0350641491137256,-0.0285291502344455
2018-04-30,0.00378658089174119,-0.00470873951876253,0.0208921264866397,-0.0503968009951085,-0.0157502059740009,-0.0070040327015595
2018-05-31,-0.0543584853754368,-0.0616977640752051,-0.0349367946313638,-0.0517111110195734,-0.0263689028867687,-0.100038870188508
2018-06-30,0.00134385605307479,-0.0650792634367113,-0.0742511819426624,-0.040484494123862,-0.0471348394494918,-0.0759812661852783
2018-07-31,0.0277764461782627,0.0633623482545077,0.0306275284043992,-0.130492904766757,0.0557546895514681,0.0268710014546692
2018-08-31,-0.0305866001142405,-0.0352431738324259,-0.017494173963013,-0.0384710077771794,-0.0194354051446364,-0.0528946322373402
2018-09-30,-0.0246682955348125,0.00942710625937357,0.0295048163825293,-0.0136788692356034,-0.010462062610411,-0.010295151559431
2018-10-31,-0.119090935526474,-0.04254524116623,-0.0112594368894724,-0.180240376385239,-0.0949507611799936,-0.0985237710402354
2018-11-30,0.0499488207455973,0.0368432102181614,0.00293403478523041,0.187664151099461,0.0652833575537159,0.0463195563436009
2018-12-31,-0.0156376319060667,-0.0434587048687341,-0.0413020176448734,-0.0358909023392473,-0.0163657327107041,-0.000654907300120622
2019-01-31,0.0472076828891396,0.118182330132214,0.0850581896524453,0.106483509672005,0.0802300085675737,0.0572742209661433
2019-02-28,-0.0166102489150654,-0.0116153336224699,-0.00324860821048931,0.0667713248807527,0.0386646622288511,0.0232093554803126
2019-03-31,0.0272435855912992,0.00902129467310058,-0.0119811654742195,0.11094004207863,0.0312442569420604,-0.0529783020657162
2019-04-30,0.042846788644454,0.0150357972977207,0.00263399339398989,-0.00723872663024323,0.0300020586935684,0.0244676557730561
2019-05-31,-0.0609012503505808,-0.066054009885935,-0.0502024522527856,-0.120555618987566,-0.0534680483305966,-0.0301312719900314
2019-06-30,0.0361553833364515,0.0549988724673122,0.0263377169496434,0.0663533713283505,0.0711351282906779,0.0408637709319201
2019-07-31,0.0233809242596823,-0.00443370990022065,-0.0258206911286465,-0.09329923507609,-0.00949241801050728,-0.0278912120436434
2019-08-31,-0.010171874596861,-0.0820849873617584,-0.0740227380209177,0.0212718155837706,-0.0433989419222697,-0.0844727171855381
2019-09-30,-0.00521741456903512,0.00984094879019881,0.0340912782334751,0.0555116149713365,0.0168475252355768,0.0316261770684215
2019-10-31,0.017350212374458,0.0387253057086023,0.0545549763542288,0.114503713815571,0.0456443522859779,0.00454415433673235
2019-11-30,-0.0233118858500664,-0.0124501107411053,-0.0251191004252574,-0.0486387552112114,-0.0219719007952897,0.023861866113654
2019-12-31,0.0604370226096208,0.0792350944216723,0.0688856982387153,0.0417743428074299,0.0523373787619997,0.0668223338699773
2020-01-31,-0.0189717571609827,-0.0758516022069348,-0.0764401400053855,-0.038192498935422,-0.0579411749401516,-0.0785529685056724
2020-02-29,-0.0729526859117351,-0.0742814233134767,-0.0586986936310611,-0.0499711789425267,-0.078258409373044,-0.0745575305398462
2020-03-31,-0.111584642163675,-0.217965795409689,-0.120798024576847,-0.0987171798618912,-0.167871976359338,-0.191880079815346
2020-04-30,0.0675906567340848,0.0556213028596722,0.0367215367815701,0.127720599480719,0.075325952834493,0.125574082375223
2020-05-31,0.0210862001255445,-0.0295586537985717,-0.00799654889789766,0.139457024322979,0.0379447985080244,0.0119660731196869
2020-06-30,0.0840187909921976,0.0350319683041429,-0.00514988127291076,0.0487732043631496,0.0842139319449899,0.0668073254272478
2020-07-31,0.117372108878333,0.0805182145410187,-0.0127459166846625,0.00601727799098052,0.0532456142030068,0.0312402928263208
2020-08-31,0.0140643458035296,0.00939027621261831,0.00580611311560238,0.0315110674320355,0.00579785700399179,0.0589841540544426
2020-09-30,-0.031497573040572,-0.0235430922021994,-0.0522479784584325,0.0223678452230055,-0.022375674365475,0.00767522527229483
2020-10-31,0.0354841030153746,-0.0103722411714665,0.0105477451712789,-0.00405079384227402,-0.0221074885696208,-3.80011208644044e-06
2020-11-30,0.0805004470048881,0.147686849237147,0.122736421920723,0.14154133943704,0.166608905042636,0.136684735170979
2020-12-31,0.12481912443806,0.0403318033832587,-0.0113486573740113,0.126095622707396,0.0999399824178431,0.091195075524499
2021-01-31,0.0268849907488789,-0.0130692609228257,0.0351994037242878,0.050393158826324,-0.0241887767493288,-0.0133518496614384
2021-02-28,-0.0163349699485517,0.0191778689515057,0.0387713156123553,-0.0160738040602063,0.0340039723292026,0.0508191956619354
2021-03-31,-0.0521279695295986,-0.00388788717436165,0.0287400686402381,0.0285995110029191,0.0480383621789957,0.0510328371872803
2021-04-30,0.0154601543128855,-0.011018166263498,-0.0369424104527528,0.0230066734075155,0.0439077805352569,0.081760147754118
2021-05-31,0.0140444472766541,0.0457377258267247,0.0571901400066995,0.102727016602755,0.0617202602360003,0.0165030518010443
2021-06-30,-0.028844590828923,-0.0404667110495149,-0.0363582206642189,-0.0283837410190958,-0.0188266017725928,0.00161673442390841
2021-07-31,-0.111898505946845,-0.0586098598626177,-0.0794120395852752,-0.0408442347872594,-0.0314781189959875,-0.0412498002267712
2021-08-31,-0.0168788813347972,0.0152666820872198,0.0414414727234997,0.0769623813237013,0.0325200028178623,0.0643899758831066
2021-09-30,0.0126113307739623,-0.0455535572347713,0.0399272379182029,-0.0879449439849444,-0.0431870377021351,0.00391793952954404
2021-10-31,0.0213050859037467,0.0202328148253901,0.00496591214408663,-0.00406412237691574,0.00709717892358634,-0.00657175252272542
2021-11-30,-0.0316960122041358,-0.0266432826147313,-0.0538423065190425,-0.0657480429568179,-0.0376825431267002,-0.0714375004442727
2021-12-31,-0.00532408755048001,0.022664490099988,0.0316135224608106,0.0355050363657104,0.0227799421023545,0.0651981715168495
2022-01-31,-0.0940642523542235,0.0149944788101572,0.0358543578520995,-0.0140571727572629,0.00306981857936378,-0.00397770789384882
2022-02-28,-0.0207663022321096,-0.00450511508425265,-0.0973209463489801,0.0127026862547628,0.0434609453076627,0.0312898106055968
2022-03-31,-0.0517130961940096,-0.0191050254260687,0.0731900243797256,0.0359975514267176,0.00932540912349303,0.00742618072527482
2022-04-30,-0.04993624741078,-0.0729343900177522,-0.0279440398468926,-0.0558207979339901,-0.0367910573691094,-0.0249430287433631
2022-05-31,0.0128608822036148,0.0148641088018318,0.0156557126596247,0.0409760793302845,0.00475120786256141,-0.000256500686663425
2022-06-30,0.0576812805946301,-0.094478533585728,-0.00298433320347461,-0.103060571382763,-0.0677558534678815,-0.0672916762697439
2022-07-31,-0.0412537968694786,-0.0322899246739381,-0.0788355878969181,0.00733912812132609,-0.015047714858194,-0.0162594687550421
2022-08-31,-0.0231747090823162,-0.00643840074888673,0.0055174853607239,-0.0149050317492121,-0.0140374506894223,0.00511455487396669
2022-09-30,-0.0997141659111973,-0.109647131307865,-0.0853620840625879,-0.178042227578689,-0.0975316497422819,-0.107005115669926
2022-10-31,-0.105856887858379,-0.0686140701338797,-0.0768943257518569,0.0132312626066978,0.0290227804556212,0.0340957339604054
2022-11-30,0.125101032213976,0.151598846015911,0.135253816184801,0.143744806367621,0.124113888007883,0.159643738097072
2022-12-31,0.00848535027160848,-0.000542170351873295,-0.0118814609238958,-0.0122495988815569,0.0258994226278839,0.00299930969782383
