"date","big_growth","small_growth","big_neutral","small_neutral","big_value","small_value"
2014-07-01,0.00298326092077226,-0.000648503797482081,0.00132685455020829,0.0049710425404391,-0.00139631116398682,0.00778157680001853
2014-07-02,0.0141006142952425,0.00674634476838898,0.00962366158698139,-0.0039926518437085,0.00953451285285369,0.00537204899240086
2014-07-03,0.00844509300002774,0.00654906514777324,0.00152894894074554,0.00669778204047479,-0.0017035453336609,0.00500375270061397
2014-07-04,-0.00260838261875659,0.00224569274040832,-0.000955092894687981,-0.000181380714007416,-0.00287823789151791,0.0042231372051952
2014-07-06,0,0,0,0,0,0
2014-07-07,0.00418640729908573,0.00331633418283295,-0.00262118477514188,-0.00119382472915723,-0.00295420690996635,-0.00192318629865401
2014-07-08,-0.00173158824900405,0.00455958420739245,-0.00520583250207587,0.000109041385240936,0.00250793492644717,0.00356912332536179
2014-07-09,-0.000766720913431122,-0.0099236619402909,-0.00364977873292135,-0.00233696395879496,-0.0089755075881683,-0.00348790872587541
2014-07-10,-0.00895861892290719,-0.000150921787594327,0.00656042746455375,-0.00317428126563228,0.00658350011202486,0.00799176177276668
2014-07-11,0.00421553393378778,-0.00733521157446191,-0.00527806414546392,-0.0074274184540332,-0.00576800907941952,-0.0123202463346438
2014-07-13,0,0,0,0,0,0
2014-07-14,-0.000734113818817777,0.00682366877812517,0.0149706072453435,0.00452003210695937,0.00802633040129281,0.00961042518923671
2014-07-15,0.00183575352320973,-0.00440429178381906,0.00311001878857066,0.00015218076903282,0.00494110545164496,0.00430234688406808
2014-07-16,0.000688260992010519,0.0066571017715874,-0.00659377956265007,-0.00391025703369648,0.00350242627550389,-0.00107430514062212
2014-07-17,-0.00666435693446061,0.00557718184819005,-0.00383244239705147,-0.00235976073912308,-0.00182222207390249,0.00693210980852403
2014-07-18,0.00199262350012279,0.00119320902865776,0.00966139837123618,-0.00349319443472359,0.00425908322911164,0.000363551374907719
2014-07-20,0,0,0,0,0,0
2014-07-21,-0.000808075101056826,0.00533880300338506,0.00405606458155058,0.00293145876039476,-0.00225080846465394,0.00939765184609764
2014-07-22,0.018056952609909,0.0137466473804274,0.0138523390869803,-0.00134901624454454,0.0141547241922245,0.00363120842527944
2014-07-23,0.00596672224362942,-0.000959031883094791,0.00470597376115027,0.00270178649407665,0.00201720539339918,0.00705305564770742
2014-07-24,0.00477605678571193,0.00303593747935555,0.00579708861938213,0.00333777898927399,0.00759786301868867,0.00327983926336201
2014-07-25,-0.0049651962363756,-0.00523073558457931,-0.00759253809820324,-0.00294787659263226,-0.00103286432313394,0.00153347677161969
2014-07-27,0,0,0,0,0,0
2014-07-28,-0.00323822192902011,0.00823537928410954,-0.00714511209126904,-0.00468697315060251,0.00315158463071576,0.00884858862986643
2014-07-29,0.00209925132510075,-0.00015130497672225,0.00100069702945684,-0.00209304943978999,0.00728075014440214,-0.00208803577819092
2014-07-30,-0.00932105684106583,-0.000411097684357192,-0.00295739816219494,-0.00237140074463796,0.00626127629911017,-0.00253828721235391
2014-07-31,-0.0162548406977276,-0.00159705649926114,-0.00850668962955573,-0.00967536450743072,-0.0115826205467772,-0.00917927607990558
2014-08-01,-0.00602683332312502,0.00403093268026458,-0.00617268724466265,0.00756124514187086,-0.0146354839043039,-0.00277862575275851
2014-08-03,0,0,0,0,0,0
2014-08-04,0.0146895647637964,-0.00301803740421974,0.0183988408970582,0.0106386608615868,0.00489464794508663,0.00139276887116677
2014-08-05,-0.00924946045798523,-0.00301671526982499,-0.00838512025847704,-0.0134160117254725,-0.0083155923123274,-0.0178568752762431
2014-08-06,-0.00461640755857917,-0.00186320837215341,-0.00686142017423754,-0.00726601617687975,-0.000600867208737226,-0.00419411650505815
2014-08-07,-0.00866405929982964,-0.00707748921328016,-0.00910467248406268,-0.013408853480341,-0.00913823424249706,0.000478666446338947
2014-08-08,0.00746671004587788,-0.000467645544634415,-0.00869217418438304,-0.00811015742814854,-0.0111047805044724,-0.00154834754665391
2014-08-10,0,0,0,0,0,0
2014-08-11,0.016268034021283,0.0178123183141657,0.022098355415946,0.0178472827085698,0.0193114265897581,0.00801907339913415
2014-08-12,0.0023635660675397,0.00453095782873458,-0.00210987429178973,0.00376264077765056,-0.00161342546666283,0.00814496008409879
2014-08-13,0.00526761068896435,0.0231286869401722,0.00353378367314302,0.00677606992925313,0.00186763598815547,0.00945855407542756
2014-08-14,-0.000672346251864969,-0.00259153686192468,0.00801967407098612,-0.00393015148650498,-0.00277088277518036,-0.00614684590429465
2014-08-15,0.000810332859931709,-0.00292929770029545,0.00165288595608615,-0.00352874613779053,0.0092879632239791,-0.00151520544154159
2014-08-17,0,0,0,0,0,0
2014-08-18,0.00404218317989842,-0.0098576120868778,0.0103837716020765,-0.00756117201902521,0.000432565867006026,-0.00582647011671855
2014-08-19,0.00371106466671681,0.0208563880107558,0.0108782030996463,0.00598175867597402,0.00827527518938352,0.00354745192187608
2014-08-20,0.00361669003616912,0.00131517696257677,-0.000159656838025157,0.000335836530573978,0.000607932364204332,-0.00122679399705631
2014-08-21,-0.00057113709864011,-0.0077930987767474,0.000320819045928048,-0.0055057441357794,-0.00652623229329213,-0.00793381031541292
2014-08-22,-0.00468328072672713,0.00576450746322217,-0.00202203577329002,0.00512556305472045,0.00247268254424297,0.0115133206512803
2014-08-24,0,0,0,0,0,0
2014-08-25,0.00629264040917168,0.00383825530836873,0.00506646221112846,0.00689550674532812,0.00332754056588576,0.0043587009094091
2014-08-26,0.00570382618248926,0.0107344546259025,-0.000669076338926637,0.00751324364588775,0.000686055317567363,0.00420580072524932
2014-08-27,0.00538241120078613,0.00478235320104155,0.010102642967768,0.00451552417457566,0.00397804813281478,0.0113133609545276
2014-08-28,-0.00774293295205691,0.00172693827545543,-0.000555989065471848,-0.00757575875973101,-0.00872382617429911,0.00230569213716324
2014-08-29,-0.00150181051897429,-0.00764026138471273,0.00382573106752506,0.00546840446839555,0.00360647368304812,0.00346662700364226
2014-08-31,0,0,0,0,0,0
2014-09-01,0.000221703062434873,0.0126523169120518,-0.00140348892843756,0.000188276251091795,0.00086838408935558,0.00574043707651978
2014-09-02,-0.00285056210200853,-0.0183429740300281,0.00500201489281195,-0.00811301270663603,-0.00380393053804865,-0.0121983791077178
2014-09-03,0.0230590735367321,0.0107453545398248,0.00756073972693483,0.00393774705078286,0.015192321074855,0.0106351418189818
2014-09-04,0.0018256381066566,-0.00513900092301319,-0.00488218136247195,-0.00932419568457047,-0.00604899310792975,0.00134542151395864
2014-09-05,-0.000284858127588396,0.0153305108709584,0.00645242108168809,0.00419608834277147,-0.00290578273639332,-0.00642226940647221
2014-09-07,0,0,0,0,0,0
2014-09-08,-0.00330597600622758,0.00138815918219672,-0.00621630717770361,-0.00187014477751078,-0.00689352613743978,-0.00246737388236633
2014-09-09,-0.0120742885626112,-0.00311125711216279,-0.00820235109745878,-0.00632943567547707,-0.00255784292282359,-0.00430204853006328
2014-09-10,-0.0157542291284282,-0.0123553644282418,-0.0178524250726978,-0.00735214599126751,-0.0166101153079104,-0.00397781823765262
2014-09-11,-0.00256051698896414,-0.0100413748357713,-0.00666217009483041,-0.00612548593683162,-0.00587406871951071,-0.0048908350645146
2014-09-12,-0.00904544271557704,-0.0142336321761682,-0.0125779448254333,-0.0122901950373092,-0.00655342518262922,-0.0100569721556632
2014-09-14,0,0,0,0,0,0
2014-09-15,-0.00347949077540895,-0.00914234756214319,-0.00248191288490797,0.00442595362475741,-0.00958973761233295,-0.00630688139936263
2014-09-16,0.00283417180168756,-0.00141121145376489,0.00416950412204076,-0.00650369804354075,0.00750686279797223,0.0010114882247985
2014-09-17,0.00303795326060986,0.0062402788425557,0.0059009814406575,0.00907622857276604,0.00688332419328793,0.00482198090561767
2014-09-18,0.00474097127820735,-0.00455756674280798,-0.00745250365528895,-0.00499435617373224,-0.0254614407867237,-0.00633848853311438
2014-09-19,-0.000468294094997563,0.00948863574333915,-0.0104094395243408,-0.00640526973684856,-0.0168587889830041,-0.00168545886390484
2014-09-21,0,0,0,0,0,0
2014-09-22,-0.0167062007393607,-0.00797622902991935,-0.00924841971934726,-0.0135191138780378,-0.0150545663028418,-0.0152996860665768
2014-09-23,-0.0101270161330038,-0.00964152371137329,-0.0131844609655421,-0.0110873633679665,-0.00592039310951373,-3.93789933522556e-05
2014-09-24,0.00871119098012077,0.00406712760098621,0.0117398346244197,0.00702499148218767,0.00456532364833808,0.00110081299041685
2014-09-25,-0.0103659240072994,-0.0223568461597039,-0.0226849223748908,-0.0115042852223381,-0.0165112618544787,-0.0114671546992724
2014-09-26,-0.00404063918632125,0.00372890051436605,0.00907499811888031,-0.00539453046097126,2.6148750671562e-05,-0.00990034134451567
2014-09-28,0,0,0,0,0,0
2014-09-29,-0.00693841595454153,-0.0152175041201111,-0.0206928337384629,-0.0111682213010478,-0.0254269072095631,-0.0167738586565789
2014-09-30,-0.00265410196021416,0.00432438079868766,-0.0114407657262782,-0.000989148093162551,-0.0129950024096216,-0.00669830717460892
2014-10-01,-0.00648105596011759,-0.0111834533323247,-0.0145146392191303,-0.00561536959963434,-0.0110118247337536,-0.00982801379188967
2014-10-02,-0.00387888737608772,-0.000834822004364122,0.00711458255945596,-6.32831376737896e-05,-0.0063944473833573,0.00571330702211441
2014-10-03,0.00675502718701682,0.00386991754058714,0.0101909122478104,-0.00418123199715816,0.00877548506145299,-0.00362984199479911
2014-10-06,0.0201467310385062,0.0118611924204316,0.0190179865995983,0.00277681529168797,0.027070297136676,-0.000786309244501904
2014-10-07,-0.00410387933637327,0.00567655425008067,-0.00126037672473502,-0.000633099467140866,0.00738372397290567,-0.0086034225247594
2014-10-08,-0.0181929703470864,-0.0055391544567096,-0.0094104943371864,0.00166377235658282,-0.017814598900404,-0.0134213050545092
2014-10-09,0.00793606123692259,0.00606509486704487,0.0127028046090894,0.0108776025516292,0.0110589046008371,0.0129868905290807
2014-10-10,-0.0140230683243537,-0.0113400158530423,-0.0246789012306275,-0.0159231688602154,-0.0228251458262422,-0.0118225443252869
2014-10-12,0,0,0,0,0,0
2014-10-13,0.0042710459056563,-0.0143012851190118,0.0186950257658953,-0.0167851848326302,0.0224071392548344,-0.0150374723939469
2014-10-14,-0.00324914509796803,0.00158261271389702,0.0002817452848346,-0.00918643702664187,-0.000839664961516581,0.0166215791989805
2014-10-15,-0.00971992993782266,0.00222929657350434,-0.0237603933274264,-0.0104912631659922,-0.0107714889158852,-0.00829310648421029
2014-10-16,-0.00487724345775884,-0.010024566483385,-0.0141990796275067,0.00198317885199387,-0.0218434680041612,-0.00736664754504716
2014-10-17,0.00691464614441832,0.00484069230109292,0.0125007447661314,0.00921955140387896,0.00411174655587193,-0.0117405040784063
